month,행정동코드,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체)
05,1150000000,0,40,2288,324,43.99,27.76,36.14,28.17,55.35,50.86,32.86,34.23,34.94,48.83
05,1150000000,0,50,2177,252,32.83,19.01,26.15,21.22,51.83,22.02,22.9,29.16,33.12,42.66
05,1150000000,0,60,1438,245,29.41,17.55,32.03,20.84,24.31,8.42,20.44,22.44,18.82,20.24
05,1150000000,1,20,2040,488,36.85,33.73,47.2,35.32,27.61,66.88,32.23,47.96,50.73,35.47
05,1150000000,1,30,2569,573,37.31,43.9,43.18,54.14,34.21,105.58,46.34,50.03,54.78,39.41
05,1150000000,1,40,2315,309,21.34,31.04,21.0,35.19,33.69,36.88,30.85,33.22,32.09,45.06
05,1150000000,1,50,2434,300,23.97,29.28,24.64,33.25,39.9,17.28,31.63,29.24,36.01,50.73
05,1150000000,1,60,1557,261,21.55,27.08,26.76,32.33,22.5,6.33,27.51,32.13,25.22,28.71
05,1153000000,0,20,1945,397,44.92,49.76,44.38,47.97,63.67,48.83,53.25,41.97,51.42,58.88
05,1153000000,0,30,2779,685,86.34,64.33,89.41,67.48,60.12,136.62,78.79,65.36,90.88,57.59
05,1153000000,0,40,2567,394,55.18,38.18,60.27,36.18,58.82,56.74,43.69,37.33,40.34,50.85
05,1153000000,0,50,2531,716,81.49,52.06,115.33,50.23,67.52,25.79,61.58,92.18,70.87,56.8
05,1153000000,0,60,1667,322,42.49,24.68,68.82,26.21,34.53,9.54,29.52,23.94,23.06,32.53
05,1153000000,1,20,1972,465,37.76,37.25,57.72,39.49,29.87,61.34,35.88,40.37,51.55,34.99
05,1153000000,1,30,2562,462,34.61,40.98,47.75,49.27,30.31,100.81,44.5,38.37,45.16,38.55
05,1153000000,1,40,2340,314,20.4,32.08,32.06,35.81,29.68,38.39,32.8,28.62,29.86,37.48
05,1153000000,1,50,2570,340,28.8,37.91,43.3,36.7,42.75,19.13,37.01,30.44,37.67,52.94
05,1153000000,1,60,1728,329,23.04,36.86,48.96,36.95,28.87,7.2,36.17,31.56,24.06,39.23
05,1154500000,0,20,1888,523,60.44,68.85,59.14,60.1,60.92,50.26,66.72,58.11,71.87,60.77
05,1154500000,0,30,2212,810,104.83,85.4,104.96,83.42,55.86,106.59,96.27,84.78,92.87,54.18
05,1154500000,0,40,2223,536,79.72,60.75,82.88,60.96,66.18,46.47,71.36,56.34,55.41,61.0
05,1154500000,0,50,2373,410,57.32,39.77,54.44,41.02,69.48,21.2,45.75,49.02,43.14,57.99
05,1154500000,0,60,1404,276,37.66,25.4,46.13,26.81,26.68,7.6,26.12,25.53,19.57,24.87
05,1154500000,1,20,1697,494,38.25,40.25,64.32,39.48,24.16,52.42,35.33,53.33,60.68,28.12
05,1154500000,1,30,1813,484,35.31,44.94,49.93,49.63,27.0,70.25,46.24,44.56,50.51,31.63
05,1154500000,1,40,2063,398,31.68,44.38,39.95,46.89,34.76,32.23,44.8,43.34,40.42,40.88
05,1154500000,1,50,2331,427,38.2,47.43,48.35,53.02,51.69,16.45,53.01,42.96,45.1,60.66
05,1154500000,1,60,1454,298,25.06,36.52,38.59,38.56,27.25,5.95,34.59,33.38,24.28,36.37
05,1156000000,0,20,1565,460,50.36,52.34,46.64,47.49,45.13,45.28,52.04,44.38,56.34,44.54
05,1156000000,0,30,2118,657,73.75,59.24,80.16,53.61,48.16,111.72,62.45,59.78,75.25,42.49
05,1156000000,0,40,1977,351,50.25,36.98,48.95,34.02,57.84,45.61,39.16,31.09,35.98,50.95
05,1156000000,0,50,1966,261,35.9,25.89,33.95,24.66,57.5,18.84,27.09,29.83,31.45,49.07
05,1156000000,0,60,1216,188,22.92,18.88,31.23,18.96,27.12,6.81,18.6,16.41,13.72,24.77
05,1156000000,1,20,1647,571,39.43,39.74,57.88,33.57,18.57,55.69,32.76,46.39,62.19,18.62
05,1156000000,1,30,1942,532,33.46,45.39,47.48,46.45,25.66,80.78,40.47,39.28,50.66,26.48
05,1156000000,1,40,1801,295,21.23,35.94,25.96,33.39,28.44,28.75,30.79,25.1,27.61,32.21
05,1156000000,1,50,1996,266,20.2,32.48,27.46,30.03,35.15,14.05,29.73,21.45,26.39,42.65
05,1156000000,1,60,1284,207,17.13,29.08,24.25,26.77,26.39,4.94,24.34,21.43,15.79,31.51
05,1159000000,0,20,2343,824,93.17,102.67,77.98,121.62,75.68,60.96,118.73,69.89,79.69,50.83
05,1159000000,0,30,2488,593,76.25,68.68,73.96,65.75,81.43,119.39,71.19,63.23,58.78,63.69
05,1159000000,0,40,2107,272,35.94,26.31,34.13,23.27,51.75,46.63,28.06,23.72,27.38,46.42
05,1159000000,0,50,1933,182,21.59,16.03,20.83,13.46,49.35,19.81,16.21,18.03,23.54,39.06
05,1159000000,0,60,1307,173,17.58,13.69,27.79,11.93,23.18,7.66,12.85,12.11,15.02,17.95
05,1159000000,1,20,2317,868,68.28,68.73,87.16,73.81,32.97,72.62,65.99,61.06,64.0,21.95
05,1159000000,1,30,2358,533,37.42,51.36,48.7,47.06,33.25,93.34,41.5,41.84,48.9,30.64
05,1159000000,1,40,2070,266,16.88,29.61,21.42,26.33,29.54,32.91,23.22,22.86,25.79,31.74
05,1159000000,1,50,2183,219,15.69,23.0,18.72,19.23,31.07,15.31,20.08,18.05,24.52,31.86
05,1159000000,1,60,1521,215,15.41,25.37,24.74,21.91,22.11,5.98,21.11,21.84,17.76,25.34
05,1162000000,0,20,2436,1332,138.76,174.12,136.62,144.83,69.65,65.15,148.2,140.44,179.73,56.5
05,1162000000,0,30,2595,1217,149.84,206.67,136.79,154.77,85.39,105.62,158.57,151.66,150.3,74.97
05,1162000000,0,40,1959,450,67.49,81.58,55.68,57.85,68.04,36.32,64.78,53.61,52.33,63.71
05,1162000000,0,50,1717,272,37.94,37.27,30.38,29.35,53.29,14.6,32.02,34.66,36.89,43.92
05,1162000000,0,60,1201,205,25.17,23.53,30.64,18.93,22.95,5.89,18.68,20.25,16.87,21.11
05,1162000000,1,20,2386,1438,105.84,131.54,160.85,109.13,30.45,75.87,102.45,148.11,161.46,25.06
05,1162000000,1,30,2161,905,69.56,120.36,81.27,89.38,39.46,78.59,84.2,92.14,104.46,38.14
05,1162000000,1,40,1740,360,28.86,61.87,28.86,47.61,35.07,24.47,41.76,40.5,42.54,38.45
05,1162000000,1,50,1888,297,24.93,43.32,26.35,35.48,37.69,12.31,33.94,28.51,34.91,42.63
05,1162000000,1,60,1395,255,20.22,41.9,28.92,32.63,27.19,4.98,28.55,29.04,23.34,34.3
05,1165000000,0,20,1447,261,29.75,23.17,21.67,23.76,32.48,40.25,28.35,26.53,21.33,30.8
05,1165000000,0,30,1863,466,62.85,37.95,41.12,40.12,37.41,108.9,51.11,45.81,40.92,35.96
05,1165000000,0,40,2048,228,33.29,15.49,21.92,17.49,46.4,55.11,23.9,19.03,18.93,37.15
05,1165000000,0,50,1620,138,16.03,7.54,10.68,8.62,38.91,21.2,10.9,12.7,17.29,26.5
05,1165000000,0,60,1067,107,9.94,5.7,13.15,5.88,19.31,8.9,6.78,7.1,8.67,11.85
05,1165000000,1,20,1628,341,26.21,19.64,25.17,21.54,18.72,53.82,22.61,32.53,25.34,18.78
05,1165000000,1,30,2142,463,34.67,33.21,24.74,35.86,25.85,93.35,35.78,39.54,30.39,24.9
05,1165000000,1,40,2184,208,14.12,15.55,11.4,16.81,26.31,37.31,16.59,18.25,14.09,25.85
05,1165000000,1,50,1779,155,10.5,11.36,8.36,10.84,24.08,13.95,11.22,12.29,15.38,20.96
05,1165000000,1,60,1223,134,8.16,10.79,9.07,10.88,16.45,5.83,9.78,11.06,10.32,16.23
05,1168000000,0,20,1625,363,41.29,36.81,38.71,42.06,35.3,48.03,42.15,54.18,43.69,32.78
05,1168000000,0,30,2020,701,97.28,77.49,78.07,83.51,52.35,119.25,88.91,95.58,74.24,44.03
05,1168000000,0,40,2092,331,52.13,35.03,38.75,36.81,55.95,56.22,42.62,40.09,32.25,46.71
05,1168000000,0,50,1792,168,21.3,11.2,14.9,12.67,44.54,24.02,15.36,18.16,21.76,31.06
05,1168000000,0,60,1109,125,12.97,7.2,18.57,8.42,20.97,9.15,8.23,11.02,12.18,14.77
05,1168000000,1,20,1800,492,42.84,37.66,46.12,46.82,21.41,61.7,38.44,68.56,50.67,21.12
05,1168000000,1,30,2313,750,62.36,80.03,45.1,74.39,34.21,101.06,71.42,97.5,59.48,34.59
05,1168000000,1,40,2365,330,27.08,39.97,19.5,36.64,37.37,39.25,34.79,44.57,28.7,36.19
05,1168000000,1,50,1928,199,15.68,18.55,13.04,18.87,33.71,15.6,18.53,19.11,21.9,30.03
05,1168000000,1,60,1283,170,13.27,12.97,17.87,14.21,21.77,6.46,12.8,19.49,15.83,19.47
05,1171000000,0,20,1624,269,31.01,28.26,24.46,29.78,44.37,43.87,31.31,30.97,31.31,42.87
05,1171000000,0,30,2031,491,59.71,44.02,54.16,43.56,45.23,110.74,48.96,47.95,52.91,44.09
05,1171000000,0,40,2090,293,40.02,24.26,38.64,24.93,48.58,53.04,29.89,28.94,29.89,42.66
05,1171000000,0,50,1901,171,18.84,11.03,17.31,11.46,39.64,23.16,13.26,18.09,22.05,34.57
05,1171000000,0,60,1234,131,12.6,7.93,16.41,8.72,20.39,9.0,9.05,9.95,11.16,14.62
05,1171000000,1,20,1687,319,24.43,21.68,27.32,23.1,21.06,54.28,20.95,30.96,31.86,21.57
05,1171000000,1,30,2149,459,32.18,38.04,31.0,38.41,25.09,90.49,35.61,37.53,41.35,25.54
05,1171000000,1,40,2177,269,18.07,25.84,18.32,27.09,29.14,36.64,23.89,26.14,24.25,30.98
05,1171000000,1,50,2054,197,13.43,17.4,13.45,17.57,29.37,15.78,17.83,17.88,22.18,31.24
05,1171000000,1,60,1274,156,10.19,14.32,13.04,14.29,17.65,5.88,13.41,14.86,13.15,20.38
05,1174000000,0,20,1722,347,37.75,36.4,30.72,34.81,45.81,43.03,38.05,40.67,38.83,46.65
05,1174000000,0,30,2052,464,51.46,45.58,45.02,40.61,45.99,102.77,44.04,54.7,50.75,40.88
05,1174000000,0,40,2048,343,44.03,32.08,36.67,28.72,45.17,45.42,32.43,31.22,35.6,39.68
05,1174000000,0,50,2057,356,41.01,28.66,31.67,25.57,43.2,21.29,29.41,38.99,40.57,36.7
05,1174000000,0,60,1346,267,28.83,20.82,29.51,21.04,21.3,7.63,21.59,24.05,17.97,20.18
05,1174000000,1,20,1650,374,34.68,23.58,32.67,24.95,21.44,49.01,25.42,31.51,38.73,23.87
05,1174000000,1,30,2007,394,27.96,38.51,24.84,39.02,33.24,76.7,34.94,32.25,36.6,33.48
05,1174000000,1,40,2084,264,16.92,30.64,16.3,29.62,25.7,31.4,24.66,25.61,24.9,29.96
05,1174000000,1,50,2259,385,29.86,37.44,22.4,39.46,36.01,15.73,35.93,38.71,36.65,41.04
05,1174000000,1,60,1396,310,20.39,35.14,23.29,34.14,21.22,5.52,29.13,28.51,23.12,27.49
06,1111000000,0,20,839,323,35.91,51.1,33.81,59.88,23.11,21.0,55.88,26.94,32.02,23.62
06,1111000000,0,30,706,229,30.87,31.32,25.32,25.95,21.21,33.68,29.27,24.98,21.8,22.42
06,1111000000,0,40,765,141,24.13,23.4,16.44,19.63,25.97,16.23,23.19,13.1,11.77,27.98
06,1111000000,0,50,759,118,19.49,18.85,12.55,19.85,29.67,6.49,20.2,15.0,12.87,31.06
06,1111000000,0,60,463,95,12.98,13.44,12.33,12.75,14.53,2.49,12.34,9.18,7.47,15.45
06,1111000000,1,20,840,335,30.96,40.67,33.3,44.75,14.87,23.87,35.52,26.63,27.11,15.15
06,1111000000,1,30,662,199,19.39,26.85,13.07,22.54,13.0,25.7,22.75,18.55,16.44,16.16
06,1111000000,1,40,787,134,11.91,21.73,9.73,17.29,13.89,11.9,16.96,13.35,12.02,19.42
06,1111000000,1,50,782,116,11.51,19.27,8.81,20.46,20.7,5.27,18.63,11.56,11.79,26.85
06,1111000000,1,60,514,105,10.65,18.16,9.11,15.71,13.75,1.91,14.42,10.11,8.83,18.25
06,1114000000,0,20,675,231,24.57,27.89,31.36,30.51,13.55,19.49,27.91,23.78,27.12,13.81
06,1114000000,0,30,798,251,32.68,31.8,40.25,28.38,21.7,40.48,32.7,26.15,25.95,22.21
06,1114000000,0,40,761,175,29.01,27.76,31.96,25.44,30.98,16.2,29.31,17.1,15.81,33.37
06,1114000000,0,50,720,124,22.68,17.15,18.76,19.53,30.28,6.43,21.11,14.53,13.06,31.01
06,1114000000,0,60,463,100,13.28,11.44,18.86,12.05,13.87,2.44,11.28,9.25,9.12,14.79
06,1114000000,1,20,675,248,19.14,21.23,34.44,19.48,8.18,21.94,17.64,20.89,25.03,8.32
06,1114000000,1,30,725,206,16.73,24.82,23.11,20.34,14.65,29.84,20.55,17.88,17.16,15.77
06,1114000000,1,40,707,152,14.88,24.05,20.98,21.01,18.34,12.03,21.9,16.74,13.41,23.87
06,1114000000,1,50,761,120,13.83,18.89,14.99,18.98,24.49,5.2,18.11,11.9,12.26,28.41
06,1114000000,1,60,524,112,10.25,16.48,17.28,16.35,15.97,2.19,14.75,10.62,10.11,18.99
06,1117000000,0,20,965,285,31.1,33.45,29.41,28.91,19.55,25.97,37.04,31.97,31.47,20.64
06,1117000000,0,30,1252,389,42.56,40.48,39.69,30.62,26.04,64.08,36.24,42.96,38.48,25.47
06,1117000000,0,40,1230,228,32.22,25.61,25.4,21.41,32.77,28.95,24.72,23.77,22.5,34.98
06,1117000000,0,50,1075,143,21.24,15.39,15.18,13.27,33.48,11.71,15.88,18.63,18.88,31.52
06,1117000000,0,60,668,111,15.16,11.46,17.71,10.44,15.09,4.28,11.12,11.1,9.69,16.1
06,1117000000,1,20,1047,351,34.04,29.89,36.21,32.01,11.65,30.51,26.58,31.62,29.34,12.21
06,1117000000,1,30,1244,355,24.08,34.4,27.42,25.77,13.25,50.46,25.32,34.15,27.49,16.18
06,1117000000,1,40,1200,209,17.26,26.51,15.2,19.47,21.75,20.31,19.13,21.58,19.33,21.6
06,1117000000,1,50,1142,152,13.8,18.62,13.01,14.19,22.17,8.5,15.76,15.59,18.11,23.04
06,1117000000,1,60,779,135,11.41,18.98,15.05,14.85,15.42,3.26,13.89,14.48,12.44,17.54
06,1120000000,0,20,1401,395,41.8,45.75,46.19,55.53,34.04,36.34,55.11,31.65,44.86,32.47
06,1120000000,0,30,1533,340,42.14,31.33,45.68,31.34,36.17,78.06,37.75,35.11,32.52,36.32
06,1120000000,0,40,1473,210,27.83,18.07,28.97,17.87,37.51,33.65,21.89,19.44,21.57,31.63
06,1120000000,0,50,1381,172,22.26,15.07,22.51,16.16,36.94,14.16,17.27,21.06,20.65,33.13
06,1120000000,0,60,832,123,14.2,9.99,21.29,11.35,16.08,4.7,11.51,11.24,9.65,13.78
06,1120000000,1,20,1333,383,30.3,28.24,46.96,32.87,20.41,43.4,29.96,30.45,34.97,22.55
06,1120000000,1,30,1486,299,18.6,22.52,28.85,24.31,17.51,62.55,22.32,24.16,24.77,18.26
06,1120000000,1,40,1413,193,13.86,19.08,17.38,18.29,18.33,23.71,16.56,17.88,18.42,21.1
06,1120000000,1,50,1405,166,12.69,16.62,17.67,17.89,22.2,10.64,16.93,14.35,18.59,24.04
06,1120000000,1,60,902,142,10.83,13.64,18.14,15.76,15.04,3.77,13.53,13.73,11.96,16.09
06,1121500000,0,20,2147,731,73.55,99.71,73.84,95.71,56.96,49.79,87.39,70.26,90.26,56.0
06,1121500000,0,30,2165,664,78.74,83.68,70.02,63.79,56.79,96.4,72.96,75.44,74.52,55.55
06,1121500000,0,40,1980,315,43.25,38.35,32.91,29.88,51.99,41.44,34.56,33.29,31.9,51.75
06,1121500000,0,50,1894,254,33.09,27.86,29.0,21.42,44.7,18.44,25.22,32.65,30.93,41.7
06,1121500000,0,60,1107,173,20.15,16.94,26.84,14.91,22.95,6.41,15.23,16.89,13.5,21.54
06,1121500000,1,20,2265,859,59.18,79.38,99.0,67.37,25.75,67.1,55.34,76.43,86.27,26.36
06,1121500000,1,30,2104,599,42.89,67.62,46.01,52.67,30.24,82.14,47.77,54.6,66.27,29.05
06,1121500000,1,40,2039,303,22.24,44.37,22.39,34.8,34.38,31.65,29.47,32.12,33.04,37.29
06,1121500000,1,50,2011,273,21.59,33.53,21.4,30.75,35.01,14.22,29.93,27.33,31.01,43.39
06,1121500000,1,60,1203,204,15.05,27.47,23.74,24.83,21.79,4.8,21.83,20.44,17.07,27.38
06,1123000000,0,20,2335,909,93.38,122.39,97.77,178.34,70.91,57.52,139.35,70.24,98.26,59.26
06,1123000000,0,30,2122,469,55.22,49.64,57.15,49.8,51.82,102.14,53.55,47.44,54.15,52.67
06,1123000000,0,40,2061,271,35.65,24.54,34.92,25.67,56.95,43.0,29.28,25.56,28.33,51.37
06,1123000000,0,50,1969,245,33.63,21.6,30.86,24.54,57.35,18.68,27.72,29.2,29.33,53.49
06,1123000000,0,60,1336,215,27.4,19.14,37.05,22.74,30.36,6.99,21.09,21.13,16.34,29.34
06,1123000000,1,20,2263,970,70.79,89.97,121.4,126.91,23.99,67.23,86.84,67.18,78.97,23.17
06,1123000000,1,30,1966,407,25.44,34.33,40.1,39.36,25.84,79.98,31.7,35.17,40.58,30.47
06,1123000000,1,40,1935,250,17.5,27.44,19.85,28.77,30.53,31.19,24.71,24.18,27.17,39.74
06,1123000000,1,50,2053,257,20.51,25.64,27.08,30.8,42.4,15.27,27.27,22.73,28.2,47.57
06,1123000000,1,60,1480,253,19.02,26.5,34.6,32.66,26.49,6.21,28.8,26.72,23.15,33.16
06,1126000000,0,20,1786,257,30.55,30.9,22.03,26.41,59.19,39.55,30.04,27.93,28.47,58.59
06,1126000000,0,30,2116,397,46.46,39.26,45.2,38.67,63.35,96.18,41.65,40.63,45.46,65.79
06,1126000000,0,40,2067,306,39.24,29.9,42.36,29.22,55.2,42.06,32.44,34.76,31.47,53.76
06,1126000000,0,50,2181,339,44.16,33.3,46.47,32.71,54.3,19.32,33.63,52.16,38.44,47.1
06,1126000000,0,60,1362,247,31.93,26.11,43.57,25.76,29.66,6.81,24.07,29.75,18.02,27.23
06,1126000000,1,20,1795,301,22.99,24.03,32.24,21.98,26.18,48.95,20.03,28.42,31.5,31.15
06,1126000000,1,30,1945,356,24.38,33.36,33.91,36.88,33.12,73.14,31.11,32.77,42.81,34.42
06,1126000000,1,40,2045,296,21.76,37.63,30.98,37.61,39.27,31.6,31.64,33.79,34.38,43.26
06,1126000000,1,50,2273,355,29.35,42.91,41.26,47.03,37.77,16.22,41.94,40.46,38.96,45.31
06,1126000000,1,60,1456,280,23.35,35.4,41.34,36.57,28.17,5.71,32.32,33.66,23.88,36.9
06,1129000000,0,20,1790,529,55.07,61.39,58.72,77.66,48.87,44.35,70.0,42.83,56.05,43.05
06,1129000000,0,30,1741,286,35.66,28.21,29.81,30.56,51.56,84.46,32.57,30.3,31.16,48.68
06,1129000000,0,40,1922,190,24.9,16.65,21.19,17.69,43.62,42.59,20.38,17.41,21.49,40.91
06,1129000000,0,50,1639,164,19.83,12.7,16.11,14.23,35.35,16.37,15.11,18.95,21.48,33.31
06,1129000000,0,60,1081,141,15.72,9.83,17.57,11.46,19.54,6.18,11.16,11.77,11.57,18.0
06,1129000000,1,20,1910,641,51.32,50.23,71.2,72.65,21.78,57.71,55.96,45.41,46.68,24.63
06,1129000000,1,30,1738,266,18.89,23.54,17.91,29.48,22.29,68.34,23.39,22.83,26.04,27.4
06,1129000000,1,40,1887,185,11.72,19.56,12.88,20.77,25.29,30.69,17.17,18.25,19.57,30.11
06,1129000000,1,50,1788,182,13.59,17.3,13.13,21.74,31.39,13.42,19.03,15.83,20.45,34.04
06,1129000000,1,60,1235,177,12.4,16.82,17.46,20.61,18.87,5.17,17.33,17.4,14.79,23.26
06,1130500000,0,20,1624,277,29.52,33.16,30.37,31.62,53.83,38.33,32.45,32.13,37.26,58.92
06,1130500000,0,30,1938,348,42.66,37.36,45.24,37.51,50.9,87.8,41.1,45.58,42.5,51.16
06,1130500000,0,40,2052,269,32.97,26.98,39.23,28.6,50.99,42.67,31.62,32.86,32.19,53.27
06,1130500000,0,50,1961,286,38.04,25.91,38.7,26.2,46.36,17.6,30.38,41.89,37.52,40.83
06,1130500000,0,60,1346,244,32.0,19.98,35.64,21.91,26.32,6.74,21.21,26.18,20.51,23.97
06,1130500000,1,20,1626,322,27.15,26.76,35.99,24.54,26.62,45.84,22.93,34.42,32.66,28.39
06,1130500000,1,30,1784,304,24.17,30.99,28.3,32.1,30.66,66.5,29.46,35.48,39.78,31.49
06,1130500000,1,40,2031,264,19.6,31.92,24.85,33.96,33.32,33.69,31.19,32.64,31.32,33.62
06,1130500000,1,50,2137,321,28.41,32.94,33.31,38.1,39.03,15.87,36.28,36.22,41.51,41.15
06,1130500000,1,60,1631,319,25.72,32.75,36.16,37.72,28.61,6.78,32.38,36.29,28.61,32.34
06,1132000000,0,20,1656,138,18.1,15.99,10.61,15.45,60.53,34.62,17.46,13.67,13.34,58.02
06,1132000000,0,30,1770,226,26.73,20.03,26.81,20.89,44.34,83.42,24.17,27.34,25.59,45.65
06,1132000000,0,40,1966,203,25.2,17.63,25.34,17.51,48.19,41.08,20.09,22.11,20.51,44.57
06,1132000000,0,50,2019,219,27.89,18.09,24.3,17.81,48.41,20.51,20.33,27.32,28.31,38.23
06,1132000000,0,60,1315,184,22.22,12.95,28.07,13.66,25.77,7.5,14.49,17.16,15.29,20.98
06,1132000000,1,20,1658,170,16.69,12.62,18.85,13.1,26.06,44.82,12.8,14.1,15.77,34.44
06,1132000000,1,30,1711,206,15.2,17.34,18.84,21.87,25.69,67.51,18.62,21.25,23.38,30.16
06,1132000000,1,40,2082,210,14.1,23.0,15.28,24.94,33.64,33.77,20.04,23.52,22.65,35.76
06,1132000000,1,50,2228,247,19.85,24.18,21.32,25.78,38.86,17.32,25.52,25.13,30.94,42.29
06,1132000000,1,60,1386,215,16.43,20.76,25.04,21.72,19.55,5.91,19.93,22.43,18.7,22.49
06,1135000000,0,20,2107,294,32.35,30.53,26.73,46.5,59.06,48.64,41.45,21.24,27.84,62.0
06,1135000000,0,30,2105,252,30.49,15.62,32.38,21.93,42.35,113.07,26.29,23.63,27.27,47.65
06,1135000000,0,40,2568,200,23.11,9.62,30.13,14.33,47.43,64.03,17.57,17.66,21.65,46.92
06,1135000000,0,50,2301,209,22.13,9.9,29.16,13.33,40.93,27.76,15.04,20.2,30.51,36.6
06,1135000000,0,60,1314,186,22.11,8.77,34.07,13.48,19.96,8.64,14.21,16.52,16.65,17.08
06,1135000000,1,20,2006,311,24.44,19.76,34.74,29.51,31.24,57.4,23.97,20.38,26.1,39.64
06,1135000000,1,30,2127,243,16.19,12.75,24.47,23.91,25.84,91.61,19.84,18.32,23.49,32.02
06,1135000000,1,40,2788,211,12.08,12.21,19.18,21.34,30.22,50.0,17.75,19.35,20.93,37.45
06,1135000000,1,50,2453,239,17.47,14.87,26.63,22.37,33.74,20.83,21.29,19.59,27.5,36.16
06,1135000000,1,60,1481,242,18.51,14.19,34.6,23.58,16.73,6.93,21.3,27.82,21.83,20.99
06,1138000000,0,20,1895,304,35.66,34.97,25.28,31.92,58.2,41.2,35.08,30.59,30.91,60.05
06,1138000000,0,30,2434,476,57.33,47.04,51.21,41.6,61.53,109.29,48.2,50.67,49.62,66.26
06,1138000000,0,40,2528,300,38.66,28.24,31.79,24.8,59.73,50.68,29.56,28.65,32.89,53.51
06,1138000000,0,50,2262,261,32.97,23.94,25.71,21.6,53.7,21.8,24.82,31.18,34.09,48.88
06,1138000000,0,60,1504,221,26.86,19.92,31.87,17.7,28.16,8.01,18.82,20.11,19.77,24.79
06,1138000000,1,20,1955,364,31.61,28.35,33.23,25.39,25.68,53.85,23.08,31.57,35.37,30.96
06,1138000000,1,30,2414,451,29.51,42.14,33.24,42.89,30.82,88.69,35.75,38.66,46.09,30.47
06,1138000000,1,40,2557,304,21.01,36.36,20.17,32.87,35.53,39.3,27.07,31.47,32.96,40.14
06,1138000000,1,50,2492,299,24.32,34.25,22.24,29.49,44.65,17.97,28.88,28.54,36.72,45.24
06,1138000000,1,60,1739,285,21.82,33.51,31.22,29.97,30.42,6.83,26.47,29.86,26.55,31.58
06,1141000000,0,20,1865,560,57.24,67.05,49.43,74.46,49.89,43.83,66.35,47.48,58.48,44.82
06,1141000000,0,30,1655,351,44.41,40.16,38.01,35.02,41.58,79.11,40.13,34.97,36.36,39.34
06,1141000000,0,40,1779,204,26.97,19.53,22.44,16.61,42.53,37.91,20.54,19.22,19.98,38.2
06,1141000000,0,50,1627,166,21.01,14.58,15.5,11.96,36.79,15.86,14.83,15.99,21.54,31.0
06,1141000000,0,60,1031,139,16.56,12.43,19.79,10.15,21.02,5.59,12.16,10.58,10.42,17.3
06,1141000000,1,20,2116,766,61.69,74.0,84.15,73.1,16.08,59.95,59.46,54.6,55.11,20.5
06,1141000000,1,30,1635,336,24.63,33.05,27.66,27.46,22.88,63.67,26.06,26.84,28.0,21.57
06,1141000000,1,40,1808,202,13.42,22.65,12.35,20.49,22.73,28.34,17.48,19.51,18.31,22.78
06,1141000000,1,50,1745,183,13.99,20.7,13.17,17.57,27.77,12.57,17.61,15.02,21.14,31.61
06,1141000000,1,60,1225,186,13.15,20.06,18.66,17.61,17.83,4.8,16.16,18.46,16.56,20.19
06,1144000000,0,20,1785,617,68.13,78.13,61.34,78.33,44.49,44.42,75.24,64.8,64.05,40.12
06,1144000000,0,30,2190,642,78.26,74.41,67.24,64.52,53.75,106.74,72.31,63.68,61.42,49.28
06,1144000000,0,40,2012,293,41.46,30.73,30.3,30.21,60.01,44.15,35.12,26.79,28.01,55.16
06,1144000000,0,50,1606,166,21.0,14.82,15.05,13.72,43.66,16.62,15.88,15.72,21.92,38.15
06,1144000000,0,60,969,131,15.03,10.46,19.69,10.75,20.41,5.55,11.12,9.7,11.18,18.4
06,1144000000,1,20,2070,792,71.23,70.7,81.78,63.1,23.8,61.85,58.53,73.09,64.79,24.22
06,1144000000,1,30,2296,647,47.73,64.44,53.79,61.0,33.24,89.87,54.4,51.36,50.55,33.67
06,1144000000,1,40,2003,285,21.7,34.36,19.26,32.64,35.15,32.76,28.49,27.34,27.1,39.16
06,1144000000,1,50,1753,188,15.03,21.26,13.68,20.08,35.65,12.26,19.77,15.42,20.72,39.25
06,1144000000,1,60,1172,178,13.72,19.69,18.37,21.21,23.62,4.54,18.95,16.56,14.88,26.71
06,1147000000,0,20,1698,135,16.01,11.71,11.65,13.25,50.62,39.0,15.48,13.53,13.12,50.26
06,1147000000,0,30,1836,247,31.06,17.55,27.95,20.43,42.82,94.98,24.58,26.16,23.55,43.39
06,1147000000,0,40,2328,181,22.38,12.26,22.62,13.56,41.2,58.43,16.84,16.99,18.64,36.05
06,1147000000,0,50,2164,184,21.88,12.18,20.3,12.68,42.46,25.87,15.82,22.36,22.76,34.24
06,1147000000,0,60,1231,147,15.7,9.17,21.4,10.34,17.42,8.28,10.85,12.59,11.66,14.59
06,1147000000,1,20,1642,148,12.34,8.22,12.44,9.62,22.42,46.22,10.5,13.34,12.58,30.12
06,1147000000,1,30,1869,228,15.81,14.88,17.97,22.3,19.78,77.81,18.78,19.88,20.67,26.13
06,1147000000,1,40,2542,190,11.26,15.36,14.04,19.72,25.92,44.0,16.62,19.61,17.49,35.09
06,1147000000,1,50,2196,196,13.55,15.45,15.57,19.35,26.57,17.54,18.64,17.45,21.55,33.31
