month,행정동코드,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체)
02,1144000000,1,60,1211,185,15.03,21.74,18.55,21.72,23.59,4.32,20.3,18.17,15.13,28.67
02,1147000000,0,20,1695,136,16.64,13.09,12.31,15.95,51.74,40.31,17.95,13.83,13.67,49.52
02,1147000000,0,30,1820,247,30.7,18.24,28.12,21.08,37.12,88.48,25.04,26.8,24.64,39.98
02,1147000000,0,40,2311,191,23.24,14.82,23.1,15.28,40.02,56.68,18.1,18.76,19.85,34.13
02,1147000000,0,50,2169,194,22.57,11.94,21.68,12.92,37.61,24.56,14.75,23.23,23.75,29.63
02,1147000000,0,60,1275,158,16.92,10.34,23.17,11.81,18.47,7.78,12.01,13.55,12.69,16.39
02,1147000000,1,20,1644,151,14.0,11.16,13.56,11.64,26.59,46.79,11.41,13.28,12.76,29.43
02,1147000000,1,30,1849,228,15.16,16.96,17.85,20.81,21.85,71.39,18.42,20.44,20.61,27.63
02,1147000000,1,40,2523,197,11.99,16.54,15.21,19.48,22.62,42.85,17.51,20.71,19.48,28.02
02,1147000000,1,50,2201,206,14.68,17.44,16.5,20.1,28.1,16.12,19.58,18.8,22.55,32.6
02,1147000000,1,60,1325,187,12.96,17.97,18.84,19.38,17.54,5.28,18.44,19.92,17.01,24.11
02,1150000000,0,20,1935,366,40.47,36.26,35.64,41.14,59.18,53.61,43.43,40.0,42.93,60.64
02,1150000000,0,30,2624,559,64.97,45.2,60.68,49.96,64.56,130.47,56.23,57.07,64.61,62.87
02,1150000000,0,40,2277,307,40.37,25.23,35.11,28.09,56.89,51.57,31.29,31.92,33.38,52.91
02,1150000000,0,50,2179,267,33.62,18.77,27.78,21.35,51.23,22.55,23.01,31.91,36.18,41.08
02,1150000000,0,60,1487,224,27.08,16.27,31.48,20.61,24.74,8.48,19.21,22.5,19.76,22.73
02,1150000000,1,20,2052,453,33.79,33.11,44.85,35.91,29.25,69.98,32.32,44.38,47.22,37.73
02,1150000000,1,30,2541,505,33.96,39.26,36.75,47.31,32.81,102.26,40.74,45.01,47.46,38.98
02,1150000000,1,40,2305,304,21.11,29.25,21.43,35.48,36.94,39.29,30.76,32.2,32.1,45.68
02,1150000000,1,50,2438,308,25.02,27.72,26.07,35.46,39.21,17.63,32.52,29.35,37.26,49.32
02,1150000000,1,60,1615,271,21.85,27.94,27.12,35.28,25.4,6.29,30.09,33.13,25.5,35.12
02,1153000000,0,20,1946,372,41.31,41.9,41.2,40.88,60.61,47.89,47.18,40.03,47.74,59.72
02,1153000000,0,30,2730,557,72.53,58.53,76.41,55.44,64.63,123.47,68.46,54.91,56.97,63.88
02,1153000000,0,40,2544,361,51.05,37.88,56.17,33.45,58.23,54.27,40.25,36.15,35.3,49.79
02,1153000000,0,50,2460,314,45.54,32.94,45.21,29.13,61.16,23.16,36.21,35.77,34.99,52.89
02,1153000000,0,60,1707,249,34.22,25.58,48.36,24.56,36.86,9.17,26.02,24.5,17.66,36.32
02,1153000000,1,20,1977,443,35.94,35.76,53.1,36.88,29.54,59.54,34.89,39.0,45.92,32.91
02,1153000000,1,30,2536,471,34.13,44.08,49.55,48.29,34.25,93.94,44.17,37.79,45.69,39.95
02,1153000000,1,40,2323,309,21.81,35.4,32.27,34.2,29.61,38.18,31.61,29.1,31.28,35.23
02,1153000000,1,50,2574,322,27.79,35.4,42.27,36.67,41.79,18.62,37.37,27.63,33.27,54.02
02,1153000000,1,60,1782,275,21.29,36.81,40.64,33.84,29.28,6.77,33.81,28.48,19.1,39.95
02,1154500000,0,20,1890,450,46.25,51.82,51.98,53.65,61.82,46.96,55.8,50.21,62.63,68.98
02,1154500000,0,30,2191,587,72.66,58.04,73.98,59.2,58.96,95.6,68.2,64.16,69.06,54.9
02,1154500000,0,40,2208,401,56.93,44.21,57.72,44.11,63.99,44.66,52.12,41.18,41.61,55.0
02,1154500000,0,50,2380,406,55.55,37.61,53.67,38.36,64.22,20.79,44.24,50.84,41.9,52.63
02,1154500000,0,60,1456,280,35.92,28.23,46.79,28.13,31.15,7.31,27.17,29.61,19.67,28.67
02,1154500000,1,20,1700,431,35.6,35.05,53.05,35.68,28.16,51.52,34.1,44.14,50.67,33.21
02,1154500000,1,30,1794,418,33.59,43.44,41.33,45.28,34.33,63.93,42.77,37.56,43.63,32.58
02,1154500000,1,40,2046,353,26.96,42.75,36.39,41.4,33.02,32.6,38.3,40.51,36.12,36.38
02,1154500000,1,50,2338,405,33.96,44.27,44.51,51.26,47.23,16.07,49.25,40.55,44.36,52.82
02,1154500000,1,60,1502,307,25.73,40.52,41.25,40.62,28.37,5.7,38.2,35.38,24.15,42.5
02,1156000000,0,20,1568,437,44.77,40.47,42.9,44.67,39.51,46.58,49.7,39.23,50.26,36.02
02,1156000000,0,30,2119,592,66.53,42.75,73.2,48.83,48.97,111.52,56.38,52.63,68.01,44.85
02,1156000000,0,40,1963,325,45.66,29.34,45.89,31.89,54.49,46.25,37.42,28.69,33.62,47.68
02,1156000000,0,50,1974,261,35.1,21.05,36.3,22.33,48.87,19.51,25.98,29.79,32.26,38.89
02,1156000000,0,60,1257,190,23.62,16.14,31.58,18.2,25.34,6.91,17.96,17.5,13.8,21.03
02,1156000000,1,20,1661,533,39.28,32.99,56.5,32.83,18.75,60.16,33.16,42.64,57.26,17.77
02,1156000000,1,30,1944,509,34.29,39.15,43.99,42.45,28.13,81.66,39.57,36.47,46.6,24.94
02,1156000000,1,40,1793,281,20.47,27.41,25.54,29.59,29.21,31.2,28.35,23.83,26.45,35.36
02,1156000000,1,50,2002,254,20.05,25.01,26.25,25.46,33.83,14.63,26.91,19.75,26.6,42.1
02,1156000000,1,60,1324,212,17.13,24.42,24.82,25.6,22.37,5.11,25.27,21.39,16.13,27.94
02,1159000000,0,20,2344,726,80.08,75.36,76.32,88.68,56.05,59.44,92.13,62.1,64.36,44.28
02,1159000000,0,30,2467,590,72.52,62.53,71.26,58.15,67.07,112.86,66.22,60.89,60.72,56.72
02,1159000000,0,40,2095,270,34.82,25.29,34.8,23.3,51.0,46.47,28.04,23.76,27.75,44.33
02,1159000000,0,50,1938,186,21.83,14.3,21.2,13.03,45.09,20.02,16.11,17.66,24.95,35.4
02,1159000000,0,60,1351,169,17.0,12.8,26.62,11.21,20.24,7.61,12.25,12.85,14.42,17.27
02,1159000000,1,20,2323,798,62.82,59.21,80.46,61.54,24.34,73.57,56.38,57.18,62.1,21.6
02,1159000000,1,30,2333,527,38.61,46.62,46.94,44.82,31.15,89.68,40.25,40.46,44.56,32.29
02,1159000000,1,40,2053,257,17.74,27.49,22.01,25.13,29.5,34.65,22.6,21.93,25.12,29.39
02,1159000000,1,50,2188,214,15.57,20.65,18.94,18.93,30.73,15.17,19.43,16.99,22.86,32.08
02,1159000000,1,60,1570,219,15.77,24.3,23.47,21.92,20.71,5.86,20.63,22.26,18.84,24.12
02,1162000000,0,20,2440,1217,122.4,150.27,131.12,125.51,61.85,61.9,129.14,125.37,161.76,53.83
02,1162000000,0,30,2572,1087,134.4,172.79,128.98,139.04,78.42,98.4,142.79,133.04,134.69,70.82
02,1162000000,0,40,1941,421,62.91,75.15,51.86,57.4,67.0,35.28,61.88,52.77,47.21,61.97
02,1162000000,0,50,1721,263,36.14,34.38,32.2,26.73,53.17,14.33,29.74,33.63,35.27,44.69
02,1162000000,0,60,1237,209,26.65,25.32,32.16,19.33,26.29,5.62,19.52,21.09,17.27,22.13
02,1162000000,1,20,2390,1283,94.67,113.43,153.59,89.62,30.42,75.99,81.71,132.5,146.17,27.35
02,1162000000,1,30,2137,835,64.82,113.07,77.68,86.11,38.23,74.97,79.88,87.62,98.77,35.67
02,1162000000,1,40,1726,344,28.23,60.04,30.99,45.47,32.53,25.15,42.02,38.12,39.69,40.17
02,1162000000,1,50,1890,280,23.43,40.95,26.06,33.89,41.99,12.13,32.4,26.15,32.66,47.83
02,1162000000,1,60,1438,258,20.49,44.49,31.53,31.84,29.45,4.85,29.41,29.67,23.75,38.81
02,1165000000,0,20,1448,255,29.66,20.69,21.15,24.37,37.1,40.02,28.92,27.78,23.87,32.61
02,1165000000,0,30,1849,416,57.03,30.97,36.1,36.6,39.54,103.86,45.34,39.42,35.84,34.4
02,1165000000,0,40,2034,215,31.41,12.83,21.12,16.34,42.49,55.42,22.7,18.67,17.3,35.44
02,1165000000,0,50,1636,133,15.43,6.14,9.96,7.34,32.72,21.2,9.99,11.83,16.88,23.01
02,1165000000,0,60,1108,106,10.06,4.85,12.74,5.46,18.76,8.87,6.74,7.19,8.73,13.67
02,1165000000,1,20,1633,328,27.48,20.17,25.37,21.19,19.09,55.23,23.65,30.81,25.14,17.88
02,1165000000,1,30,2121,441,34.01,26.7,24.8,33.12,26.74,94.18,35.3,36.21,29.17,26.86
02,1165000000,1,40,2168,214,14.7,13.01,11.46,16.5,25.19,39.3,17.08,18.43,14.91,26.06
02,1165000000,1,50,1786,156,10.5,9.35,8.56,10.67,23.72,14.09,11.71,11.91,15.05,20.49
02,1165000000,1,60,1267,138,8.84,9.24,9.84,10.63,16.26,5.76,10.03,11.29,11.14,15.7
02,1168000000,0,20,1625,347,38.77,32.66,38.24,44.52,41.58,45.87,41.39,47.73,42.89,36.2
02,1168000000,0,30,2002,652,88.68,63.81,68.08,75.67,49.09,109.01,81.86,86.72,65.32,44.71
02,1168000000,0,40,2090,301,46.4,27.49,34.82,31.55,49.92,54.66,38.87,36.27,27.33,42.81
02,1168000000,0,50,1807,157,20.17,9.26,13.74,11.87,41.4,23.95,13.97,17.26,20.39,28.54
02,1168000000,0,60,1148,129,13.6,6.83,20.94,8.59,20.69,8.97,8.76,12.26,12.53,14.25
02,1168000000,1,20,1804,460,37.73,33.83,42.81,41.81,22.05,60.97,37.14,64.39,47.52,22.5
02,1168000000,1,30,2290,715,60.43,68.01,46.44,71.66,34.91,96.43,68.06,93.74,57.76,33.36
02,1168000000,1,40,2347,302,25.5,31.95,18.87,33.12,36.01,39.5,32.4,39.1,26.2,35.43
02,1168000000,1,50,1939,184,15.39,14.64,13.02,17.08,31.81,15.25,16.9,16.54,19.47,29.02
02,1168000000,1,60,1333,176,13.9,12.64,19.39,15.58,21.09,6.25,13.59,20.11,16.62,17.78
02,1171000000,0,20,1630,250,27.73,25.5,21.35,27.28,44.83,42.76,27.78,26.18,28.26,41.57
02,1171000000,0,30,2041,443,52.58,40.1,47.78,38.08,44.49,104.0,42.67,43.78,49.13,42.64
02,1171000000,0,40,2118,267,35.41,22.34,32.56,23.1,45.43,52.23,26.92,26.6,26.68,40.27
02,1171000000,0,50,1931,175,19.09,10.67,16.64,12.06,35.42,22.72,13.7,18.79,22.37,28.75
02,1171000000,0,60,1293,140,13.41,8.78,17.99,9.76,19.82,8.83,9.89,11.41,11.87,13.91
02,1171000000,1,20,1698,303,23.9,22.66,24.55,21.08,20.83,54.32,20.02,30.27,29.15,22.05
02,1171000000,1,30,2154,435,30.93,37.68,29.68,35.76,26.96,86.28,33.92,36.17,37.06,26.04
02,1171000000,1,40,2188,267,18.23,26.77,18.19,26.56,29.44,37.57,23.33,25.51,25.34,31.55
02,1171000000,1,50,2074,200,14.43,17.03,14.91,18.52,28.22,15.47,17.9,17.53,22.57,28.36
02,1171000000,1,60,1340,164,11.63,15.53,14.5,15.62,20.12,5.63,15.06,15.8,13.7,22.62
02,1174000000,0,20,1678,269,30.35,25.94,23.34,28.76,48.03,42.09,32.35,28.87,27.07,45.18
02,1174000000,0,30,2001,370,44.86,31.33,41.21,33.35,45.15,98.78,39.02,37.51,41.39,37.59
02,1174000000,0,40,2059,257,32.84,21.74,28.71,22.79,39.53,47.87,25.88,24.53,27.06,35.76
02,1174000000,0,50,2061,289,29.38,15.53,25.25,16.55,33.41,22.38,21.3,27.99,35.8,27.82
02,1174000000,0,60,1409,213,21.31,13.25,27.7,14.51,23.21,8.29,15.34,17.25,14.74,17.97
02,1174000000,1,20,1627,305,23.4,19.55,30.14,21.6,20.67,51.41,21.52,26.0,28.88,22.8
02,1174000000,1,30,1976,336,24.89,26.69,24.57,31.45,28.91,79.17,28.78,28.31,31.74,30.15
02,1174000000,1,40,2103,248,16.48,22.44,17.39,25.08,24.69,35.51,22.32,24.35,23.45,29.09
02,1174000000,1,50,2258,313,25.08,22.77,22.14,27.4,34.29,16.7,27.67,30.92,33.22,36.7
02,1174000000,1,60,1479,245,16.57,21.86,22.04,24.58,20.48,6.04,22.76,24.09,19.05,25.65
03,1111000000,0,20,839,315,35.73,47.51,33.63,50.6,24.92,20.33,52.49,27.51,33.16,23.75
03,1111000000,0,30,706,228,30.75,31.97,25.01,27.39,21.46,32.48,29.1,24.51,22.64,23.63
03,1111000000,0,40,765,146,25.57,24.54,16.7,21.13,27.59,16.08,24.7,14.05,12.28,27.92
03,1111000000,0,50,759,119,19.28,20.11,12.7,19.82,28.98,6.46,20.2,15.75,12.88,31.84
03,1111000000,0,60,463,94,13.18,12.71,12.69,12.45,15.07,2.41,12.34,9.24,7.33,16.0
03,1111000000,1,20,840,339,30.71,34.95,33.19,37.09,12.84,23.36,32.21,27.57,26.11,13.43
03,1111000000,1,30,662,196,18.16,26.54,15.1,20.58,13.75,24.61,22.31,19.0,16.24,15.71
03,1111000000,1,40,787,133,11.95,20.97,10.42,17.01,14.6,11.97,16.96,13.04,11.87,17.94
03,1111000000,1,50,781,116,11.84,19.37,8.81,20.47,19.62,5.18,19.38,11.79,12.11,28.42
03,1111000000,1,60,514,105,10.81,18.02,8.64,15.33,13.75,1.88,14.44,9.57,8.76,17.61
03,1114000000,0,20,676,231,24.2,24.9,32.4,28.23,17.77,19.15,27.35,21.83,27.6,14.95
03,1114000000,0,30,793,255,35.19,31.04,40.23,28.71,20.48,39.91,34.81,26.55,26.1,21.59
03,1114000000,0,40,754,173,28.89,26.37,30.6,24.78,29.49,16.22,29.55,17.4,15.87,33.18
03,1114000000,0,50,718,124,23.36,17.23,18.51,19.15,27.98,6.4,21.63,14.61,13.07,29.07
03,1114000000,0,60,462,100,13.78,11.16,17.78,11.69,15.08,2.43,11.76,9.75,9.1,13.99
